Significant,-LOG(P-value),Difference,Protein IDs,Majority protein IDs,Protein names,Gene names,Potential contaminant,Peptides,Mol. weight [kDa],Valid values,Valid values 30 min,Valid values unstim,30 min_1 neu,30 min_2 neu,30 min_3 neu,30 min_4 neu,unstim_1 neu,unstim_2 neu,unstim_3 neu,unstim_4 neu
,1.57029632,0.8610582352,O08715,O08715,"A-kinase anchor protein 1, mitochondrial",Akap1,,8,92.194,7,3,4,13.68050003,13.60109997,NaN,13.95590019,13.24470043,12.62339973,12.39400005,13.27700043
,0.8291008127,0.9199998379,O08756,O08756,3-hydroxyacyl-CoA dehydrogenase type-2,Hsd17b10,,9,27.418,8,4,4,16.61149979,17.02269936,15.48139954,16.40500069,15.91829967,15.95810032,15.84850025,14.11569977
+,1.04916504,-1.859966278,O08759,O08759,Ubiquitin-protein ligase E3A,Ube3a,,21,99.818,5,2,3,NaN,9.973890305,NaN,8.071710587,11.17000008,10.95429993,10.52400017,NaN
,2.219062946,1.084225178,O08784,O08784,Treacle protein,Tcof1,,18,135,8,4,4,16.53009987,17.02359962,17.28409958,16.52330017,15.48810005,16.17269897,15.42000008,15.94339943
,1.602235278,0.9987502098,O08788,O08788,Dynactin subunit 1,Dctn1,,26,141.67,8,4,4,14.76049995,15.25020027,15.93830013,15.08650017,13.93309975,14.63689995,13.80630016,14.66419983
+,2.069137679,1.366025448,O08807,O08807,Peroxiredoxin-4,Prdx4,,8,31.052,8,4,4,18.26910019,18.62260056,19.41110039,17.76239967,17.09899902,17.16399956,16.98040009,17.35770035
,0.4417761705,0.3262753487,O08810,O08810,116 kDa U5 small nuclear ribonucleoprotein component,Eftud2,,39,109.36,8,4,4,19.65859985,19.8553009,20.67309952,19.2534008,19.59729958,19.55780029,19.14929962,19.83090019
+,1.671002088,1.408049822,O08811,O08811,TFIIH basal transcription factor complex helicase XPD subunit,Ercc2,,2,86.841,6,2,4,13.49020004,NaN,14.35599995,NaN,12.04279995,12.47720051,12.60529995,12.93490028
,1.573782931,0.8972499371,O08992,O08992,Syntenin-1,Sdcbp,,5,32.379,8,4,4,17.23690033,16.9197998,17.91620064,17.19989967,16.40850067,16.82929993,15.80350018,16.64249992
+,2.451083772,1.442749739,O09061,O09061,Proteasome subunit beta type-1,Psmb1,,10,26.372,8,4,4,16.50559998,15.95259953,16.40889931,16.39019966,15.34759998,15.09439945,14.04390049,15.00039959
,2.525266657,0.8831000328,O09106,O09106,Histone deacetylase 1,Hdac1,,12,55.074,8,4,4,18.17070007,18.24440002,18.66399956,17.79699898,17.27339935,17.32250023,17.27599907,17.47179985
,0.1713485767,0.1157245636,O09167,O09167,60S ribosomal protein L21,Rpl21,,4,18.562,8,4,4,25.00279999,24.92499924,25.30139923,24.37719917,25.02709961,24.49290085,24.47139931,25.15209961
,0.3447672148,0.2938497066,O09172,O09172,Glutamate--cysteine ligase regulatory subunit,Gclm,,6,30.534,6,2,4,14.93980026,NaN,NaN,14.94859982,14.30310059,14.82180023,14.2385006,15.23799992
,0.165366403,-0.1686248779,O35071,O35071,Kinesin-like protein KIF1C,Kif1c,,5,122.43,8,4,4,13.85579967,13.65250015,12.6043005,12.59990025,12.98960018,13.55940056,13.01379967,13.82419968
,0,1.433433851,O35098,O35098,Dihydropyrimidinase-related protein 4,Dpysl4,,2,61.961,4,1,3,NaN,NaN,NaN,16.73480034,15.20950031,15.53419971,NaN,15.16039944
,0.4450060851,0.1502752304,O35129,O35129,Prohibitin-2,Phb2,,16,33.296,8,4,4,17.85919952,17.43770027,17.95980072,17.92709923,17.79509926,17.6996994,17.38220024,17.70569992
,1.334474001,0.5929503441,O35130,O35130,Ribosomal RNA small subunit methyltransferase NEP1,Emg1,,10,26.974,8,4,4,19.82419968,20.0489006,20.32410049,19.38559914,19.5230999,19.07819939,19.07929993,19.53039932
,0.6078770941,0.682299614,O35134,O35134,DNA-directed RNA polymerase I subunit RPA1,Polr1a,,24,194.11,8,4,4,15.32409954,14.96269989,16.31679916,14.58160019,15.31550026,14.68060017,13.54600048,14.91389942
,1.395724357,0.6869502068,O35218,O35218,Cleavage and polyadenylation specificity factor subunit 2,Cpsf2,,26,88.382,8,4,4,17.97900009,18.21389961,18.99469948,17.90629959,17.73769951,17.70269966,17.36639977,17.53929901
,1.600318617,1.017899752,O35226,O35226,26S proteasome non-ATPase regulatory subunit 4,Psmd4,,9,40.703,8,4,4,17.2446003,17.13209915,16.29059982,17.40579987,16.4946003,16.06710052,16.08309937,15.35669994
,0.5540327203,1.52771616,O35280,O35280,Serine/threonine-protein kinase Chk1,Chek1,,8,54.381,7,4,3,15.41559982,15.22239971,16.24480057,11.8501997,12.40480042,14.38370037,12.67810059,NaN
,1.926191425,0.5650000572,O35286,O35286,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,Dhx15,,31,91.006,8,4,4,21.16119957,21.04759979,21.39010048,20.7784996,20.51549911,20.64319992,20.26799965,20.69070053
,1.44497973,0.869600296,O35295,O35295,Transcriptional activator protein Pur-beta,Purb,,6,33.901,8,4,4,22.20549965,22.1746006,22.96549988,22.35009956,21.49200058,21.34759903,21.07259941,22.30509949
+,2.006549477,1.197100639,O35326,O35326,Serine/arginine-rich splicing factor 5,Srsf5,,7,30.891,8,4,4,22.31030083,22.43530083,23.45299911,22.23240089,21.64559937,21.27249908,21.05400085,21.6704998
,1.163507669,0.9927501678,O35344,O35344,Importin subunit alpha-4,Kpna3,,11,57.772,8,4,4,17.97879982,18.07110023,17.69680023,16.60820007,17.32159996,15.95849991,16.31229973,16.79150009
,0.4587426168,-0.6073499521,O35345,O35345,Importin subunit alpha-7,Kpna6,,11,59.964,7,3,4,13.94810009,NaN,15.65919971,15.95969963,16.41379929,15.3593998,15.66559982,15.74660015
,0.8874895462,0.8578498363,O35350,O35350,Calpain-1 catalytic subunit,Capn1,,20,82.105,8,4,4,14.89309978,14.53480053,14.51959991,13.29020023,12.95250034,13.51920033,12.94550037,14.38910007
,0.8906734735,1.555349827,O35387,O35387,HCLS1-associated protein X-1,Hax1,,8,31.654,8,4,4,15.15869999,13.98670006,13.64430046,15.15450001,10.80510044,12.66960049,13.94550037,14.30259991
,1.550999904,0.9671999613,O35465,O35465,Peptidyl-prolyl cis-trans isomerase FKBP8,Fkbp8,,7,43.528,6,3,3,NaN,14.93249989,15.45300007,14.87240028,13.68330002,NaN,14.39459991,14.27840042
,2.85115137,0.6771497726,O35492,O35492,Dual specificity protein kinase CLK3,Clk3,,10,73.797,8,4,4,18.60549927,18.7730999,18.73889923,18.53450012,18.19919968,18.01989937,17.68630028,18.03800011
+,1.898850402,1.303951979,O35493,O35493,Dual specificity protein kinase CLK4,Clk4,,2,57.344,6,2,4,12.16409969,11.47889996,NaN,NaN,10.76010036,10.60400009,10.61260033,10.0934906
,1.368360918,0.7487499714,O35598,O35598,Disintegrin and metalloproteinase domain-containing protein 10,Adam10,,7,83.967,8,4,4,11.98670006,12.2663002,13.23970032,12.04629993,11.56630039,11.63630009,11.66489983,11.67650032
,1.455506622,0.8904752731,O35691,O35691,Pinin,Pnn,,14,82.435,8,4,4,17.7996006,18.0522995,18.5034008,17.48360062,17.37420082,17.42860031,16.35309982,17.12109947
,0.3006467348,-0.560874939,O35730,O35730,E3 ubiquitin-protein ligase RING1,Ring1,,4,42.63,8,4,4,14.13220024,13.92650032,16.14489937,13.64920044,15.88199997,15.28419971,13.45750046,15.47259998
,2.172885637,1.077400208,O35737,O35737,"Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed",Hnrnph1,,13,49.199,8,4,4,21.92180061,22.33480072,22.49399948,21.74239922,20.95879936,20.94779968,20.66589928,21.61090088
,0,-0.7345249653,O35841,O35841,Apoptosis inhibitor 5,Api5,,10,56.784,5,1,4,NaN,NaN,NaN,12.82940006,11.20510006,14.82349968,13.87360001,14.35350037
,0.4413580261,0.4176499844,O35892,O35892,Nuclear autoantigen Sp-100,Sp100,,3,54.726,8,4,4,15.61299992,16.48859978,15.16100025,15.32899952,15.44299984,15.63389969,14.3281002,15.51599979
,0,0.2230246067,O35900,O35900,U6 snRNA-associated Sm-like protein LSm2,Lsm2,,2,10.834,5,1,4,NaN,15.04249954,NaN,NaN,14.92539978,15.56709957,14.35949993,14.42590046
+,1.194767181,1.639775515,O54692,O54692,Centromere/kinetochore protein zw10 homolog,Zw10,,17,88.062,8,4,4,13.73990059,14.74830055,14.77640057,12.56000042,12.19579983,13.70250034,11.33650017,12.03069973
,1.468805237,1.107500076,O54734,O54734,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,Ddost,,18,49.027,8,4,4,16.24679947,16.34059906,15.04679966,16.38400078,14.89179993,15.50599957,14.29329967,14.89709949
,0.02810492568,0.0462501049,O54774,O54774,AP-3 complex subunit delta-1,Ap3d1,,16,135.08,8,4,4,14.98760033,15.67930031,16.03319931,14.00969982,15.72359943,14.16160011,15.12730026,15.51229954
,1.581216483,0.6369495392,O54781,O54781,SRSF protein kinase 2;SRSF protein kinase 2 N-terminal;SRSF protein kinase 2 C-terminal,Srpk2,,12,76.756,8,4,4,17.9932003,17.85879898,18.66219902,18.23250008,17.69120026,17.33959961,17.33230019,17.83580017
,0.2818402644,-0.215616862,O54784;Q8VDF3,O54784,Death-associated protein kinase 3,Dapk3,,7,51.421,7,3,4,16.10009956,NaN,16.11190033,15.24810028,16.30750084,15.99559975,15.56550026,16.27400017
,0.5102901923,0.9450998306,O54785,O54785,LIM domain kinase 2,Limk2,,8,72.201,8,4,4,16.26140022,16.67219925,16.61059952,13.30380058,15.51910019,14.56970024,14.28489971,14.69390011
+,3.304768517,2.283225536,O54824,O54824,Pro-interleukin-16;Interleukin-16,Il16,,9,141.43,8,4,4,16.94129944,17.13330078,18.00900078,16.93810081,15.32590008,14.81669998,14.42469978,15.32149982
,0.5862167867,0.2940745354,O54825,O54825,Bystin,Bysl,,13,49.783,8,4,4,18.25919914,18.72430038,18.68969917,17.81340027,18.0727005,18.12190056,17.81690025,18.29879951
+,1.117134592,1.865099669,O54826,O54826,Protein AF-10,Mllt10,,2,113.03,8,4,4,15.41409969,15.31019974,16.0345993,15.23419952,13.88210011,14.63980007,11.15219975,14.85859966
,0.004292149098,-0.01742482185,O54833,O54833,Casein kinase II subunit alpha,Csnk2a2,,11,41.215,8,4,4,16.1529007,16.19190025,17.1446991,11.33839989,16.13929939,14.43620014,15.05970001,15.26239967
,0.3549317412,0.322075367,O54836,O54836,Zinc finger matrin-type protein 3,Zmat3,,6,32.001,8,4,4,17.26950073,17.41020012,18.63500023,17.59119987,17.0237999,17.64299965,16.99040031,17.96039963
,0,NaN,O54916,O54916,RalBP1-associated Eps domain-containing protein 1,Reps1,,9,86.518,3,0,3,NaN,NaN,NaN,NaN,11.54059982,NaN,8.289139748,9.258179665
,1.069207317,1.16029954,O54941,O54941,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,Smarce1,,9,46.638,8,4,4,13.99989986,14.81229973,16.14439964,14.67959976,14.71530056,13.44110012,13.14260006,13.6960001
,0.5101819379,0.618449688,O54946;Q9QYI8,O54946,DnaJ homolog subfamily B member 6,Dnajb6,,6,39.807,8,4,4,17.0189991,17.56850052,17.75519943,15.39630032,16.29400063,16.5720005,15.9052,16.49399948
+,3.656889913,1.970674753,O55023,O55023,Inositol monophosphatase 1,Impa1,,9,30.436,8,4,4,16.0571003,16.61989975,16.08279991,16.06809998,14.23799992,14.82550049,13.94110012,13.9406004
,0.3327893964,0.3276996613,O55028,O55028,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",Bckdk,,8,46.587,8,4,4,18.11190033,18.29349899,19.07819939,17.17779922,18.04920006,17.91699982,17.38080025,18.00359917
,1.785453114,0.7119998932,O55029,O55029,Coatomer subunit beta,Copb2,,27,102.45,8,4,4,15.9758997,15.82730007,16.13089943,15.57019997,14.81360054,15.25819969,14.95839977,15.62609959
,1.449504516,1.040424585,O55091,O55091,Protein IMPACT,Impact,,6,36.276,6,2,4,13.88749981,14.77579975,NaN,NaN,13.05739975,13.49060059,13.08100033,13.53590012
,0.2888742358,0.2749502659,O55128,O55128,Histone deacetylase complex subunit SAP18,Sap18,,5,17.595,8,4,4,16.14949989,16.27330017,16.9477005,15.37450027,16.50550079,16.04929924,15.52509975,15.56529999
,0.2360723091,0.315500021,O55131,O55131,Septin-7,7-Sep,,10,50.549,8,4,4,13.99760056,15.38869953,16.24160004,14.2244997,14.60109997,14.7968998,14.29419994,14.89820004
,0.39111125,0.3053250313,O55135,O55135,Eukaryotic translation initiation factor 6,Eif6,,7,26.511,8,4,4,19.41309929,18.67810059,20.10160065,18.7677002,19.01510048,18.67819977,19.07019997,18.97570038
,0.3716770956,0.2609004974,O55142,O55142,60S ribosomal protein L35a,Rpl35a,,5,12.554,8,4,4,23.66519928,24.65299988,24.32570076,23.8423996,23.63299942,24.10619926,23.40869904,24.2947998
,0.9319284398,0.6617000103,O55143,O55143,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,Atp2a2,,33,114.86,8,4,4,16.16020012,16.63430023,16.81970024,15.40499973,15.73200035,15.62539959,15.09549999,15.91950035
,0.3392547696,0.3380506039,O55187,O55187,E3 SUMO-protein ligase CBX4,Cbx4,,8,60.522,8,4,4,16.28960037,15.16310024,17.05960083,16.33699989,16.11759949,16.20709991,15.62749958,15.54489994
,1.631728112,0.6638498306,O55201,O55201,Transcription elongation factor SPT5,Supt5h,,25,120.66,8,4,4,15.3991003,15.59000015,15.92770004,15.16609955,14.84080029,14.98859978,14.44980049,15.14830017
+,3.230618697,2.916749239,O55229,O55229,Choline/ethanolamine kinase,Chkb,,3,45.126,6,2,4,15.9822998,16.01269913,NaN,NaN,13.62180042,12.68620014,12.95820045,13.05679989
+,3.035515496,1.858275414,O55236,O55236,mRNA-capping enzyme;Polynucleotide 5-triphosphatase;mRNA guanylyltransferase,Rngtt,,6,68.683,6,2,4,12.97370052,12.94340038,NaN,NaN,11.32009983,11.28450012,10.70629978,11.09020042
,1.660816049,0.654024601,O70126,O70126,Aurora kinase B,Aurkb,,9,39.384,8,4,4,17.6935997,17.79640007,17.96520042,17.43429947,16.97780037,17.14719963,16.63800049,17.51040077
,1.700715161,0.6057496071,O70133,O70133,ATP-dependent RNA helicase A,Dhx9,,44,149.47,8,4,4,22.32309914,22.44479942,22.95940018,22.12509918,21.74909973,21.83429909,21.77540016,22.07060051
,0.682713477,0.5687997341,O70152,O70152,Dolichol-phosphate mannosyltransferase subunit 1,Dpm1,,5,29.174,8,4,4,15.9151001,16.729599,17.18359947,16.61149979,15.39929962,15.69970036,16.29949951,16.76609993
+,2.687237831,1.513100147,O70157,O70157,DNA topoisomerase 3-alpha,Top3a,,3,112.36,8,4,4,14.61480045,15.04039955,14.63969994,14.30459976,13.28209972,13.08689976,12.48789978,13.69019985
,1.571963951,0.7946748734,O70194,O70194,Eukaryotic translation initiation factor 3 subunit D,Eif3d,,23,63.988,8,4,4,20.94499969,21.09519958,21.31229973,20.1765995,20.20879936,20.10210037,19.75959969,20.2798996
,0,0.6686501503,O70279,O70279,Protein DGCR14,Dgcr14,,4,52.603,5,1,4,14.41810036,NaN,NaN,NaN,13.91059971,13.59700012,13.14720058,14.34300041
,0.9684935649,0.663599968,O70293;Q8VEB1,O70293;Q8VEB1,G protein-coupled receptor kinase 6;G protein-coupled receptor kinase 5,Grk6;Grk5,,2,65.978,8,4,4,14.99880028,13.97840023,15.04969978,14.0855999,14.28340054,13.41899967,13.64109993,14.11460018
,2.267374505,1.013549805,O70305,O70305,Ataxin-2,Atxn2,,20,136.48,8,4,4,18.80220032,18.79159927,19.2010994,18.35479927,17.54269981,17.81110001,17.51619911,18.22550011
,0.3524529783,0.3920998573,O70310,O70310,Glycylpeptide N-tetradecanoyltransferase 1,Nmt1,,12,56.888,8,4,4,15.72889996,17.20210075,17.6942997,15.99800014,16.20840073,16.43239975,16.05750084,16.35659981
,1.187409602,0.8912746906,O70311,O70311,Glycylpeptide N-tetradecanoyltransferase 2,Nmt2,,14,60.484,8,4,4,17.35099983,17.67759895,17.98920059,16.51919937,16.47809982,17.11190033,15.96000004,16.4218998
,0.2396046013,0.1992750168,O70325,O70325,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial",Gpx4,,2,22.228,8,4,4,16.07509995,17.1833992,16.50909996,15.73569965,16.45899963,16.08810043,15.87119961,16.28789902
,1.853057581,0.886674881,O70422,O70422,General transcription factor IIH subunit 4,Gtf2h4,,6,52.224,8,4,4,16.32449913,16.5991993,15.99300003,16.14730072,15.16479969,15.88519955,15.59140015,14.87590027
,0.9285681813,0.6432995796,O70503,O70503,Very-long-chain 3-oxoacyl-CoA reductase,Hsd17b12,,8,34.741,8,4,4,18.5564003,18.94009972,19.09079933,17.60230064,18.17650032,17.99250031,17.69300079,17.75440025
,3.110436747,0.8872251511,O70551;Q9Z0G2,O70551,SRSF protein kinase 1,Srpk1,,15,73.088,8,4,4,19.63269997,19.74559975,19.65480042,19.22290039,18.7071991,18.6772995,18.4640007,18.85860062
,0,0.2512228489,O70585,O70585,Dystrobrevin beta,Dtnb,,3,74.398,5,4,1,9.077270508,9.410860062,9.477530479,9.219070435,9.044960022,NaN,NaN,NaN
,1.352588566,0.7261998653,O88196,O88196,E3 ubiquitin-protein ligase TTC3,Ttc3,,9,223.93,8,4,4,13.95339966,14.74620056,14.6559,14.66009998,14.2663002,13.37629986,13.44070053,14.02750015
,0.003180006395,-0.005900382996,O88286,O88286,Protein Wiz,Wiz,,11,184.29,8,4,4,14.68620014,12.70250034,15.00879955,12.96399975,13.35080051,13.84700012,13.8842001,14.30310059
,0.2136850644,0.1505746841,O88291,O88291,DBIRD complex subunit ZNF326,Znf326,,9,65.225,8,4,4,16.99970055,17.416399,17.480299,16.49340057,16.91250038,16.98920059,16.54159927,17.34420013
+,3.984405158,2.793425083,O88342,O88342,WD repeat-containing protein 1,Wdr1,,21,66.406,8,4,4,20.25799942,20.36739922,20.88290024,19.63610077,17.93560028,17.51379967,17.08839989,17.43289948
+,1.631775414,1.358660142,O88351,O88351,Inhibitor of nuclear factor kappa-B kinase subunit beta,Ikbkb,,7,86.689,7,3,4,10.14570045,9.692480087,10.03530979,NaN,9.34871006,7.695260048,8.578310013,8.774399757
,0.5248143537,-0.8541500568,O88379,O88379,Bromodomain adjacent to zinc finger domain protein 1A,Baz1a,,17,178.46,8,4,4,13.55450058,13.75259972,13.8427,10.76480007,13.98480034,14.10449982,13.62230015,13.6196003
+,4.317426653,3.044024944,O88398,O88398,Advillin,Avil,,36,92.031,8,4,4,23.6760006,23.54369926,23.98530006,22.67910004,20.69939995,20.38540077,20.33119965,20.29199982
+,2.01581689,1.51306661,O88487;O88485,O88487,Cytoplasmic dynein 1 intermediate chain 2,Dync1i2,,13,68.393,6,3,3,12.35840034,13.0632,NaN,12.93039989,11.74300003,11.13430023,10.93550014,NaN
,0.91280605,1.452554862,O88491,O88491,"Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific",Nsd1,,3,284.08,5,3,2,7.818340302,9.139750481,9.566889763,NaN,NaN,7.418530464,NaN,7.359680176
+,3.825042961,3.342549801,O88502,O88502,"High affinity cAMP-specific and IBMX-insensitive 3,5-cyclic phosphodiesterase 8A",Pde8a,,11,93.17,8,4,4,17.09440041,17.54459953,17.89940071,16.37479973,14.33820057,13.94729996,13.97410011,13.28340054
,0,2.262147903,O88508,O88508,DNA (cytosine-5)-methyltransferase 3A,Dnmt3a,,5,101.67,5,1,4,12.17380047,NaN,NaN,NaN,9.517960548,9.475049973,10.04349995,10.61009979
,0.4318125841,0.7429836591,O88520,O88520,Leucine-rich repeat protein SHOC-2,Shoc2,,5,64.892,5,2,3,12.94830036,14.75880051,NaN,NaN,13.17549992,12.80440044,13.35179996,NaN
+,1.865853743,1.988066832,O88522,O88522,NF-kappa-B essential modulator,Ikbkg,,2,47.972,5,3,2,14.32509995,NaN,13.37180042,13.83470058,NaN,NaN,11.6739006,12.0376997
,2.67026336,0.794049263,O88532,O88532,Zinc finger RNA-binding protein,Zfr,,25,116.86,8,4,4,19.41869926,19.75219917,19.58539963,19.27420044,18.68650055,18.76110077,18.42499924,18.9817009
,0.926817715,1.19304959,O88543,O88543,COP9 signalosome complex subunit 3,Cops3,,9,47.832,5,3,2,14.0383997,12.98219967,14.12860012,NaN,12.15280056,NaN,12.89389992,NaN
,1.945512675,0.7058501244,O88569,O88569,Heterogeneous nuclear ribonucleoproteins A2/B1,Hnrnpa2b1,,26,37.402,8,4,4,24.76370049,25.17029953,25.56369972,25.0984993,24.32099915,24.63380051,24.20439911,24.61359978
,0.8259854698,0.6471996307,O88574,O88574,Histone deacetylase complex subunit SAP30,Sap30,,1,23.231,8,4,4,16.50029945,16.00510025,16.42899895,15.11769962,15.09770012,15.74359989,14.86079979,15.76119995
,0.2512729175,-0.4653999805,O88622,O88622,Poly(ADP-ribose) glycohydrolase,Parg,,8,109.32,6,4,2,12.52589989,13.62190056,13.09070015,12.33269978,14.32190037,NaN,NaN,12.39449978
,1.475005133,-0.6746501923,O88665,O88665,Bromodomain-containing protein 7,Brd7,,9,73.999,8,4,4,15.6704998,15.79500008,14.8835001,15.38589954,16.16340065,16.42399979,16.09869957,15.74740028
,1.414726829,1.211424589,O88685,O88685,26S protease regulatory subunit 6A,Psmc3,,24,49.548,8,4,4,18.39439964,16.51600075,18.19050026,17.3470993,15.95950031,16.41110039,16.71360016,16.51810074
+,2.229195294,1.177574635,O88700,O88700,Bloom syndrome protein homolog,Blm,,15,158.36,8,4,4,15.64319992,16.07119942,16.5461998,15.26229954,14.84560013,14.56920052,14.66629982,14.73149967
,0.6721858409,0.8778548241,O88738,O88738,Baculoviral IAP repeat-containing protein 6,Birc6,,59,532.16,8,4,4,10.38409996,9.611720085,11.06780052,8.151869774,9.049969673,8.790360451,8.822290421,9.0414505
,0,2.537050247,O88746,O88746,Target of Myb protein 1,Tom1,,3,54.325,5,4,1,16.27079964,15.1779995,16.18020058,16.16200066,13.41069984,NaN,NaN,NaN
,0.05676577607,-0.04642510414,O88796,O88796,Ribonuclease P protein subunit p30,Rpp30,,7,29.473,8,4,4,15.87290001,16.67899895,15.91409969,15.78909969,15.82969952,16.10849953,15.82229996,16.68029976
,1.96106918,0.5894761086,O88833,O88833,Cytochrome P450 4A10,Cyp4a10,,2,58.33,8,4,4,17.7609005,17.9409008,17.9477005,17.65570068,17.05949974,17.42539978,16.92479897,17.53759956
+,2.273710748,1.159149885,O88874,O88874,Cyclin-K,Ccnk,,7,61.363,8,4,4,14.15260029,13.98999977,14.25580025,13.80109978,12.79240036,13.14330006,12.22840023,13.3987999
,0,NaN,O88907;Q8C5D8,O88907,E3 SUMO-protein ligase PIAS1,Pias1,,3,71.617,4,0,4,NaN,NaN,NaN,NaN,11.77710056,10.73070049,10.36849976,10.87129974
,0.02075258813,0.03314995766,O88939,O88939,Zinc finger and BTB domain-containing protein 7A,Zbtb7a,,7,60.28,8,4,4,17.23320007,16.18540001,17.73769951,15.71759987,16.91699982,16.85960007,15.85480022,17.10989952
+,3.133526785,1.705075026,O88942,O88942,"Nuclear factor of activated T-cells, cytoplasmic 1",Nfatc1,,8,77.832,8,4,4,14.81410027,15.34290028,15.89389992,15.67070007,13.77200031,14.06110001,13.41940022,13.6487999
,1.134398507,0.9948329926,O88952;Q8JZS0;O88951,O88952;Q8JZS0;O88951,Protein lin-7 homolog C;Protein lin-7 homolog A;Protein lin-7 homolog B,Lin7c;Lin7a;Lin7b,,2,21.834,5,2,3,NaN,NaN,16.17939949,15.24539948,14.88599968,14.6953001,NaN,14.57139969
,0.6826170107,0.6195995808,O88967,O88967,ATP-dependent zinc metalloprotease YME1L1,Yme1l1,,15,80.027,8,4,4,16.21759987,16.52169991,16.28439903,14.92160034,15.88980007,15.65579987,14.78550053,15.13580036
,1.362738916,0.8282423019,O88974,O88974,Histone-lysine N-methyltransferase SETDB1,Setdb1,,10,144.55,7,4,3,12.18720055,11.80300045,12.61670017,12.83460045,11.86929989,11.44009972,11.2869997,NaN
+,3.98275152,2.079475403,O89053,O89053,Coronin-1A,Coro1a,,23,50.989,8,4,4,21.39480019,21.65430069,22.35059929,21.38430023,19.60099983,19.63059998,19.51869965,19.71579933
,0.3648142187,-0.3883495331,O89086,O89086,RNA-binding protein 3,Rbm3,,5,16.604,8,4,4,19.89870071,21.20789909,19.38249969,20.36790085,20.34519958,21.34589958,20.29109955,20.42819977
